355,"Pupfish, Leon Springs",,E,$25.40,$260.209.54,97.86%
356,"Spineflower, Howell's",,E,$25.00,$260.234.54,97.87%
356,"Mountain balm, Indian Knob",,E,$25.00,$260.259.54,97.87%
356,"Lupine, clover",,E,$25.00,"$260,284.54",97.88%
359,"Clubshell, southern",,E,$24.85,"$260,309.39",97.89%
360,"Darter, amber",,E,$24.55,"$260,333.94",97.90%
361,"Orcutt grass, Sacramento",,E,$23.50,"$260,357.44",97.91%
362,"Cactus, San Rafael",,E,"$23.30 .$260,380.74",,97.92%
362,"Boa, Puerto Rican",,E,$23.30,$260.404.04,97.93%
364,Alani,,E,$23.00,$260.427.04,97.94%
365,"Dace, Ash Meadows speckled",,E,$22.90,$260.449.94,97.95%
366,"Cactus, Lee pincushion",,T,$22.60,"$260,472.54",97.95%
367,"Grass, Tennessee yellow-eyed",,E,$22.53,"$260,495.07",97.96%
368,"Pocketbook, fine-lined",,T,$22.50,"$260,517.57",97.97%
369,"Beargrass, Britton's",,E,"$22.40 : $260,539.97",,97.98%
370,"Cactus, Brady pincushion",,E,$22.37,"$260,562.33",97.99%
371,Hala pepe,,E,$22.30,$260.584.63,"98.00%"""
372,"Cactus, Arizona hedgehog",,E,$22.22,$260.606.85,98.01%
373,"Remya, Maui",,E,$22.10,"$260,628.95",98.01%
374,Caracara. Audubon's crested,,T,$22.06,"$260,651.01",9e.02%
375,"Bat, Hawaiian hoary",,E,$22.00,"$260,673.01",98.03% '
376,"Salamander, Cheat Mountain",,T,$21.88,"$260,694.89","98.04%"""
377,"Creeper, Oahu (=alauwahio)",,I:,$21.60,"$260,716.49",98.05%
378,"Dace, Moapa",,(E,$21.50 '$260.737.99,,98.05%
379,"Hau kuahiwi, Hualalai",,{E,$21.30,"$260,759.29","9~8!06%"""
379,"Four-o'clock, MacFarlane's",,E:,$21.30,"$260,780.59",98.07%
381,"Moccasinshell, Coosa",,E,$21.20,"$260,801.79",98.08%
381,"Cactus, Weight fishhook",,E,$21.20,"$260,822.99","98.09% ,"
383,"Chub, Chihuahua",,T,"$21.13:$260,844.12",,98.09%
384,"Koki'o, Kaua'i",,E,$21.10,$260.865.22,98.10%
384,"Gecko, Monito",,E,$21.10,"$260,886.32",98.11%
386,"Salamander, Red Hills",,T,$21.00,"$260,907.32",98.12%
386,•Qhai,,E,$21.00,"$260,928.32",98.13%
388,"Kokio, Cooke's",,E,"$20.80 :$260,949.12",,98.13%
389,"'Akepa, Hawaii (honeycreeper)",,E,"$20.50 : $260,969.62",,"""98.14%"
389,'Akiapola'au (honeycreeper),,E,$20.50 :$260.990.12,,98.15%
389,"Hawk, Hawaiian (=io)",,E,"$20.50 i$261, 010.62",,98.16%
392,"Kidneyshell, triangular",,E,"$20.40: $261, 031 .02",,98.16%
393,"Shiner, Cape Fear",,E,"$20.14 :$261,051. 16",,98.17%
394,"Lomatium, Bradshaw's",,E,"$20.00 !$261, 071. 16",,98.18%
394,"Nightjar, Puerto Rican",,E,"$20.00 l$261, 091. 16",,98.19%
396,"Moccasinshell, Alabama",,T,"$19.80:3261,110.96",,98.19%
397,Alani,,•E,"$19.70 !$261, 130.66",,98.20%
398,"Peariymussel, Cumberland bean",,E,$19.67,"$261,150.33",98.21%
399,"Geranium, Hawaiian red-flowered",,E,$19.50,$261.169.83,98.22%
400,"Phyllostegia knudsenii , (=Sci. name)",,E,"$19.40 :$261, 189.23",,98.22%
400,"Combshell, upland",,E,"$19.40 '$261, 208.63",,98.23%
402,"Shearwater, Newell's Townsend's (formerly Man T",,,$19.39,"$261,228.02",98.24%
403,Loulu,,E,"$19.30 :$261,247.32",,98.25%
404,Phyllostegia hirsuta,(=Sci. name),E,"$1 9.10 ;$261, 266.42",,98.25% '
405,"Phlox, Texas trailing",,E,"$19.00: $261, 285.42",,98.26%
406,Mahoe,,E,$18.90 :$261.304.32,,98.27%
,,,,,,Page 7

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL R' 1997,,,,,REPORTED,,
,EXPENDITURES ($000),,,,,,,
,,,,,SPECIES,,,
RANK,SPECIES (50 CFR Part 17),,,STATUS,TOTAL,,CUMULATIVE,
,,,,,($000),,TOTAL,PERCENT
407,"Pink, swamp",,,T,,$18.81,$261.323.13,98.27%
408,'Oha,,,E,,$18.80,$261.341.93,98.28%
408,"Acomshell, southern",,,E,,$18.80,$261.360.73,98.29%
408,Kamakahala,,,E,-,$18.80,$261.379.53,98.30%
411,"Darter, boulder (=Elk River)",,,E,,$18.70,"$261,398.23",98.30%
412,Haha,,,E,,$18.60,"$261,416.83",98.31%
413,"Aster, decurrent false",,,T,,$18.52,$261.435.35,""" 98.32%"
414,'Anaunau,,,E,,$18.50,$261.453.85,98.32%
414,Kolea,,,E,,$18.50,$261.472.35,98.33%
414,Haha,,,E,,$18.50,"$261,490.85",98.34%
414,Lobelia gaudichaudii,"ssp. koolauensis , (=Sci. n E",,,,$18.50,"$261,509.35",98.34%
414,Haha,,,E,,$18.50,"$261,527.85",98.35%
414,'Akoko,,,E,,"$18.50: $261 ,546.35",,98.36%
414,Viola oahuensis,(=Sci. Name),,E,,$18.50,"$261,564.85",98.37%
414,Pteris lidgatei (=Sci name),,,E,,$18.50,"$261,583.35",98.37%
414,Nanu,,,E,,$18.50,"$261,601.85",98.38%
423,"Spinymussel, Tar River",,,E,,$18.41,"$261,620.26",98.39%
424,'Oha wai,,,E,,$18.30,"$261,638.56",98.39%
424,Hau kuahiwi,,,E,,$18.30,"$261,656.86",98.40%
424,Alsinodendron viscosum,(=Sci. name),,E,,$18.30,"$261,675.16",9841%
424,"Bladderpod, kodachrome",,,E,,$18.30,"$261,693.46",98.41%
424,. Ha'iwale,,,E,,$18.30,"$261,711.76",98.42%
429,Hau kuahiwi,,,E,,$18.25,"$261,730.01",98.43%
430,"Naupaka, dwarf",,,E,,$18.20,"$261,748.21",98.43%
430,Kio'ele,,,E,,$18.20,"$261,766.41",98.44%
430,Kiponapona,,,E,,$18.20,"$261,784.61",98.45%
430,Lobelia monostachya,(=Sci. name),,E,,"$18.20 '$261, 802.81",,98.45%
430,Loulu,,,E,,$18.20,"$261,821.01",98.46%
435,Phyllostegia velutina,(=Sci. name),,E,,$18.15,"$261,839.16",98.47%
436,Lysimachia maxima (=temifolia),,(=Sci. name),E,,$18.10,"$261,857.26",98.48%
436,Kamakahala,,,E,,$18.10,"$261,875.36",98.48%
436,Liliwai,,,E,,$18.10,"$261,893.46","""98.49%"
436,•Oha,,,E,,"$18.10 : $261 ,911. 56",,98.50%
436,Loulu,,,E,,$18.10,"$261.929,66",98.50%
436,Haha,,,E,,$18.10,"$261,947,76",98.51%
436,Diplazium molokaiense (=Sci name),,,E,,$18.10,"$261,965.86",98.52%
436,Haha,,,E,,"$18.10 '$261 ,983.96",,98.52%
436,Haha,,,E,,$18.10,"$262,002.06",98~53%
436,Haha,,,E,,$18.10,"$262,020.16",98.54%
436,Ha'iwale,,,E,,$18.10,"$262,038.26",98.54%
447,"Love grass, Fosberg's",,,E,,$18.05,"$262,056.31",98.55%
448,Schiedea haleakalensis (=Sci name),,,E,,$18.00,"$262,074.31",98.56%
446,Schiedea sarmentosa (=Sci. name),,,E,,"$18.00 ,$262,092.31",,98.56%
448,Alani,,,E,,"$18.00: $262, 11 0.31",,98.57%
448,Amaranthus brownii (=Sci. name),,,E,,$18.00,"$262,128.31",98.58%
448,Nehe,,,E,,"$18.00 :$262,146.31",,98.58%
448,Phyllostegia kaalaensis (=Sci. name),,,E,,"$18.00 :$262,164.31",,98.59%
448,"Schiedea membranacea , (=Sci. name)",,,E,,"$18.00 : $262, 182.31",,98.60%
448,"Schiedea helleri , (=Sci. name)",,,E,,"$18.00 '$262,200.31",,98.60%
448,Nohoanu,,,E,,"$18.00 '$262,218.31",,98.61%
448,'Anunu,,,E,,$18.00,"$262,236.31",98.62%
448,A'e,,,E,,"$18.00 ! $262,254.31",,98.62%
448,Mapele,,,E,,$18.00 : $262.272.31,,98.63%
448,"Darter, snail",,,T,,"$18.00 '$262,290.31",,98.64%
448,Ma'oli'oli,,,E,,"$18.00 .$262,308.31",,98.64%
448,Ko'oko'olau,,,E,,$18.00,$262.326.31,98.65%
448,Laulihilihi (=Ma'oli'oli),,,E,,$18.00 :$262.344.31,,98.66%
448,Haha,,,E,,$18.00,"$262,362.31",98.67%
,,,,,,,,Page8

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,,
,EXPENDITURES ($000),,,,,
,,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),,STATUS,TOTAL,CUMULATIVE,
,,,,($000),TOTAL,PERCENT
448,Kuawawaenohu,,E,$18.00,$262.380.31,98.67%
448,Koki'o ke'oke'o,,E,$18.00,$262.398.31,98.68%
448,Kolea,,T,$18.00,"$262,416.31",98.69%
448,Haha,,E,$18.00,$262.434.31,98.69%
44B,'Akoko,,E,$18.00,$262.452.31,98.70%
448,Haha,,T,$18.00,$262.470.31,98.71%
448,Trematolobelia singularis,(=Sci. name),E,$18.00,$262.488.31,98.71%
448,"Phylloslegia wawrana , (=Sci. name)",,E,$18.00,$262.506.31,98.72%
448,"Silversword, Haleakala fahmahina)",,E,$16.00,$262.524.31,98.73%
448,Lysimachia lydqatei (=Sci name),,E,$18.00,$262.542.31,98.73%
448,Asplenium fragile var. insulare (=Sci name),,E,$18.00 .$262.560.31,,98.74%
446,Kauai hau kuahiwi,,E,$18.00,"$262,578.31",98.75%
448,Pritchardia remota (=Sci name),,E,$18.00,"$262,596.31",98.75%
448,Pauoa,,E,$18.00,"$262,614.31",98.76%
448,Ha'iwale,,E,$18.00,$262.632.31,98.77%
448,Alani,,E,$18.00,"$262,650.31",98.77%
448,"Ma'aloa, Big Island",,E,$18.00,$262.668.31,98.78%
448,Alani,,E,$18.00,"$262,686.31",98.79%
448,'Oha wai,,E,$18.00,"$262,704.31",98.79%
448,Schiedea verticillata (=5ci name),,E,$18.00,"$262,722.31",98.80%
448,Nani wai'ale'ale,,E,$18.00,"$262,740.31",98.81%
448,Alani,,E,"$18.00 .$262,758.31",,98.81%
448,Pamakani,,E,$18.00,"$262,776.31",98.82%
488,"Clover, running buffalo",,E,$17.98,"$262,794.29",98.83%
489,Haha,,E,$17.80,"$262,812.09",98.83%
490,Silene hawaiiensis (=Sci name),,T,"$17.70 .$262,829.79",,98.84%
491,"Mallard, Mariana",,E,$17.50,"$262,847.29",98.85%
491,"Penstemon, blowout",,E,$17.50,$262.864.79,98.65%
491,"Bat, little Mariana fruit",,E,$17.50,"$262,882.29",98.86%
491,"Ipomopsis, Holy Ghost",,•E,$17.50,"$262,899.79",98.87%
495,"Ladies'-tresses, Canelo Hills (=Madrean)",,E,$17.40,"$262,917.19",98.87%
495,Uhiuhi,,E,$17.40,"$262,934.59",98.88%
497,"Evening-primrose, San Benito",,T,$17.00,"$262,951.59","98.89%"""
498,"Townsendia, Last Chance",,T,"$16.90 :$262,968.49",,98.89%
499,"Squirrel, Carolina northern flying",,E,"$16.80 : $262,985.29",,"""98.90%"
500,"Ma'o hau hele (=biscus, native yellow)",,E,"$16.70 i$263,001. 99",,98.91%
501,"Iguana, Mona ground",,T,$16.60,"$263,018.59",98.91%
502,"Thistle, Pitcher's",,T,"$16.50 ;$263,035.09",,98.9*2%
503,"Riversnail, Anthony's",,E,"$16.36 !$263,051. 45",,98.92%
504,"Springsnail, Bruneau Hot",,E,"$16.00 '$263,067.45",,98.93%
504,"Campion, fringed",,E,"$16.00 : $263,083.45",,98.94%
506,"Madtom, yellowfin",,T,"$15.90 ,$263,099.35",,98.94%
507,"Darter, bayou",,T,$15.53,"$263,114.88",98.95%
508,"Thrush, Molokai (=oloma'o)",,E,"$15.50 ; $263, 130.38",,98.95%
508,"Frankenia, Johnston's",,'E,"$15.50 ($263,145.88",,98.96%
508,"Thrush, large Kauai",,E,"$15.50:5263,161.38",,98.97%
506,"""O'u (honeycreeper)",,E,"$15.50 :$263,176.88",,98.97%
508,"Bat, Mexican long-nosed",,E,"$15.50 : $263, 192.38",,98.98%
508,"'Akialoa, Kauai (honeycreeper)",,E,"$15.50 ($263,207.88",,98.98%
508,"Creeper, Molokai (=kakawahie)",,E,"$15.50 .$263,223.38",,98.99%
508,"'O'o, Kauai (='o'o 'a'a) (honeyeater)",,E,"$15.50 : $263,238.88",,98.99%
516,Harperella,,E,"$15.41 ,'$263,254.29",,99.00%
517,Koki'o (=hau-hele'ula or Hawaii tree cotton),,E,"$15.30 : $263,269.59",,99.01%
518,"Thistle, Sacramento Mountains",,T,"$15.25 : $263,284.84",,99.01%
519,"Potato-bean, Price's",,T,"$15.03 <$263,299.87",,99.02%
520,"Clubshell, ovate",,E,"$15.001 $263,31 4.87",,99.02%
520,"Coqui, golden",,T,"$15.00 ;$263,329.87",,99.03%
520,"Blazingstar, Heller's",,T,$15.00,"$263,344.87",99.03%
,,,,,,Page 9

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FIM 997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (SO CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
523,"Elktoe, Appalachian",E,$14.90,$263.359.77,99.04%
524,"Milk-vetch, Sentry",E,$14.80,"$263,374.57",99.05%
525,"Pigtoe, shiny",E,$14.20,$263.388.77,99.05%
526,"Pigtoe, southern",E,$14.05,$263.402.82,99.06%
527,"Pupfish, Devils Hole",E,$14.00,$263.416.82,99.06%
528,"Springsnail, Idaho",E,$13.88,$263.430.70,99.07%
529,•Kauila,E,$13.80,$263.444.50,99.07%
529,Delissea undulata (=Sci name),E,$13.80,"$263,458.30",99.08%
531,"Cavefish, Alabama",E,$13.60,$263.471.90,99.08%
532,"Snail, Bliss Rapids",T,$13.37,$263.485.27,99.09%
532,"Snail, Snake River physa",E,$13.37,"$263,498.64",99.09%
534,"Pearlymussel, purple cat's paw",E,$13.36,"$263,511.99",99.10%
535,"Silversword, ""Ahinahina Mauna Kea",E,$13.10,"$263,525.09",99.10%
536,"Bush-clover, prairie",T,$13.04,$263.538.14,99.11%
537,Delissea rtiytidospemna (=Sci name),E,$13.00,$263.551.14,9911%
537,"Goldenrod, Houghton's",T,$13.00,$263.564.14,99.12%
537,"Wire-lettuce, Malheur",E,$13.00,$263.577.14,99.12%
540,Ko'oloa'ula,E,$12.90,"$263,590.04",99.13%
540,"Gambusia, Big Bend",E,$12.90,"$263,602.94",99.13%
542,"Darter, duskytail",E,$12.60,$263.615.54,99.14%
543,"Cliff-rose, Arizona",E,$12.57,$263.628.11,99.14%
544,"Swiftlet, Mariana gray (=vanikoro)",E,$12.50,"$263,640.61",99.15%
545,"Cactus, Unita Basin hookless",T,$12.40,"$263,653.01",99.15%
546,"Turtle, Plymouth redbelly (=red-bellied)",E,$12.40,"$263,665.41",99.16%
547,Kaulu,E,$12.30,"$263,677.71",99.16%
548,Lobelia niihauensis (=Sci name),E,$12.20,$263.689.91,99.16%
549,"Prairie-clover, leafy",E,$12.20,"$263,702.10",99.17%
550,Bonamia menziesii (=Sci name),E,$12.00,"$263,714.10",99.17%
550,"Marstonia (snail), royal (=obese)",E,$12.00,"$263,726.10",99.18%
550,"Lousewort, Furbish",E,$12.00,"$263,738.10",99.18%
553,"Aster, Ruth's golden",E,$11.93,"$263,750.03",99.19%
554,"Butterfly, Saint Francis' satyr",E,$11.90,"$263,761.93",99.19%
555,"Lichen, rock gnome",E,$11.80,"$263,773.73",99.20%
556,"Chub, spotfin (=turquoise shiner)",T,$11.62,"$263,785.35",99.20%
557,"""Aiakeakua, popolo",E,$11.60,"$263,796.95",99.20%
557,Xylosma crenatum (=Sci name),E,$11.60,"$263,808.55",99.21%
557,"Beetle, Puritan tiger",T,"$11.60:$263,820.15",,99.21%
560,"Boa, Virgin Islands tree",E,$11.50,"$263,831.65",99.22%
561,"Sedge, Navajo",T,$11.32,"$263,842.97",99.22%
562,"Monkshood, northern wild",T,$11.17,"$263,854.14",99.23%
563,"Poppy, Sacramento prickly",E,$11.10,"$263,865.24",99.23%
564,"Cactus, Siler pincushion",T,$10.90,"$263,876.14",99.23%
565,"Hawk, Puerto Rican sharp-shinned",E,$10.80,"$263,886.94",99.24%
566,"Milk-vetch, Jesup's",E,"$10.73 ,$263,897.67",,99.24%
567,"Riffleshell, tan",E,"$10.70 !$263,908.37",,99.25%
567,"Springfish, Hiko White River",E,"$10.70 :$263,919.07",,99.25%
567,"Hawk, Puerto Rican broad-winged",E,$10.70,"$263,929.77",99.25%
567,"Cactus, Tobusch fishhook",E,$10.70,"$263,940.47",99.26%
571,"Heelsplitter, Carolina",E,$10.66 !$263.951. 13,,99.26%
572,"Grass, Eureka Dune",E,"$10.50: $263,961 .63",,99.27%
573,"Goldenrod, Blue Ridge",T,"$10.07 '$263,971 .70",,99.27%
574,"Cactus, Cochise pincushion",T,"$10.07 '$263,981 .76",,99.27%
575,"Ayenia, Texas",E,$10.00,"$263,991.76",99.28%
575,Hypericum? highlands scrub,E,"$10.00 :$264,001. 76",,99.28%
575,"Heather, mountain golden",T,"$10.00: $264, 01 1.76",,99.29%
578,"Spiraea, Virginia",T,$9.99,"$264,021.75",99.29%
579,"Bluet, Roan Mountain",E,$9.99,"$264,031.74",99.29%
580,"Mucket, orange-nacre",T,$9.90,"$264,041.64",99.30%
,,,,,Page 10

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
581,Sparrow. San Clemente sage,T,S9.50,S264.051.14,99.30%
581,Spinedace. Big Spring,T,$9.50,$264.060.64,99.30%
583,"Vetch, Hawaiian",E,$9.20,$264.069.84,99.31%
583,"Manioc, Walker's",E,$9.20,"$264,079.04",99.31%
585,"Coneflower, Tennessee purple",E,$9.18,$264.088.21,99.31%
586,"Pigtoe, dark",E,$9.00,"$264,097.21",99.32%
586,"Iris, dwarf lake",T,$9.00,"$264,106.21",99.32%
586,"Paintbrush, golden",T,$9.00,$264.115.21,99.32%
586,"Monkey-flower, Michigan",E,$9.00,"$264,124.21",99.33%
590,"Rock-cress, shale barren",E,$8.89,$264.133.10,99.33%
591,"Pearishell, Louisiana",T,$8.87,$264.141.97,99.33%
592,"Combshell, Cumberiandian",E,$8.71,"$264,150.67",99.34%
593,Lipochaeta venosa (=Sci name),E,"$8.65 .$264,159.32",,99.34%
594,Vigna o-wahuensis (=Sci name),E,$8.60,"$264,167.92",99.34%
595,Alani,E,$8.50,"$264,176.42",99.35%
595,Spermolepis hawaiiensis (=Sci name),E,$8.50,"$264,184.92",99.35%
595,"Peariymussel, birdwing",E,$8.50,"$264,193.42",99.35%
598,"Isopod, Socorro",E,$8.40,"$264,201.82",99.36%
599,"Mussel, oyster",E,$8.31,$264.210.13,99.36%
600,"Finch, Laysan (honeycreeper)",E,$8.30,"$264,218.43",99.36%
600,Alsinidendron trinerve (=Sci name),E,$8.30,"$264,226.73",99.37%
600,"Beauty, Harper's",E,$8.30,"$264,235.03",99.37%
603,"Poppy-mallow, Texas",E,"$8.20 '$264,243.23",,99.37%
604,"Dropwort, Canby's",E,"$8.18:$264,251.41",,99.38%
605,"Cactus, Peebles Navajo",E,$8.07,$264.259.47,99.38%
606,"Birch, Virginia round-leaf",T,$8.00,"$264,267.47",99 38%
606,"Skullcap, Florida",T,$8.00,"$264,275.47",99.38%
608,"Shrimp, Squirrel Chimney Cave (^Florida cave)",T,$7.98,"$264,283.45",99.39%
609,"Mouse, Anastasia Island beach",E,$7.80,"$264,291.25",99.39%
610,"Chub, Borax Lake",E,$7.70,"$264,298.95",99.39%
610,Haha,E,$7.70,"$264,306.65",99.40%
612,"Chaff-flower, round-leaved",E,$7.50,"$264,314.15",99.40%
612,"Spurge, telephus",T,$7.50,"$264,321.65",99.40%
612,"Birds-in-a-nest, white",T,$7.50,"$264,329.15",99.40%
615,"Spider, Tooth Cave",E,$7.20,"; $264,336.35",99.41%
615,"Harvestman, Bone Cave",E,$7.20,":$264,343.55",99.41%
615,"Beetle, Kretschmarr Cave mold",E,$7.20,"$264,350.75",99.41%
618,"Blue-star, Keamey's",E,$7.20,":$264,357.95",99.42%
618,"Dogweed, ashy",E,$7.20,"$264,365.15",99.42%
620,"Primrose, Maguire",T,$7.18,":$264,372.33",99.42%
621,Mitracarpus maxwelliae (=Sci name),E,$7.00,"$264,379.33",99.42%
621,"Peariymussel, cracking",E,$7.00,"$264,386.33",99.43%
621,"Boa, Mona",T,"$7.00 ,$264,393.33",,99.43%
621,"Poolfish, Pahrump",E,"$7.00 : $264,400.33",,99.43%
621,Eugenia woodburyana (=Sci name),E,"$7.00 !$264,407.33",,99.43%
621,Guajon,T,"$7.00 ;$264,414.33",,99.44%
621,Mitracarpus polycladus (=Sci name),E,"$7.00: $264,421. 33",,99.44%
621,"Cladonia, Florida perforate",E,"$7.00 : $264,428.33",,99.44%
629,Geocarpon minimum (=Sci name),T,"$6.95 I $264,435.28",,99.44%
630,"Beetle, Coffin Cave mold",E,$6.80,"$264,442.08",99.45%
631,"Pitcher-plant, Alabama canebrake",E,"$6.76 : $264,448.83",,99.45% >
632,"Springsnail, Socorro",E,$6.75,"'$264,455.58",99.45%
632,"Sjaringsnail, Alamosa",E,$6.75,",$264.462.33",99.45%
634,Fanshell,E,$6.72,": $264,469.05",99.46%
635,"Cactus, Nichol's Turk's head",E,$6.62,": $264,475.67",99.46%
636,"Niterwort, Amargosa",E,$6.60,"$264,482.27",99.46%
636,"Centaury, spring-loving",T,$6.60,".$264,488.87",99.46%
638,Kulu'i,E,"$6.59 : $264,495.46",,99.47%
,,,,,Page 11

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,,
,EXPENDITURES ($000),,,,,
,,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,,TOTAL,CUMULATIVE,
,,,,($000),TOTAL,PERCENT
639,Lyonia truncate var. proclorii (=Sci name),E,,$6.56,"$264,502.01",9947%
640,"Butterfly, Lange's metalmark",E,,$6.50,$264.508.51,9947%
640,'Aiea,E,,$6.50,"$264,515.01",9947%
640,"Pigtoe, Cumberland (=Cumberiand pigtoe musselE",,,$6.50,$264.521.51,9948%
640,Wahane (=Hawane or loulu),E,,$6.50,$264.528.01,99.48%
640,"Wallflower, Contra Costa",E,,$6.50,"$264,534.51",9948%
645,Cyanea superba (=Sci name),E,,$6.40,"$264,540.91",9948%
646,"Spinymussel, James River (-Virginia)",E,,$6.30,$264.547.21,9949%
646,"Madtom, Smoky",E,,$6.30,$264.553.51,99.49%
648,"Ischaemum, Hilo",E,,$6.10,"$264,559.61",99.49%
648,Hesperomannia arbuscula (-Sci name),E,,$6.10,"$264,565.71",9949%
650,Sanicula mariversa (=Sci name),E,,$6.09,"$264,571.81",99.50%
651,Gesneria pauciflora (=Sci name),T,,$6.00,"$264,577.81",99.50%
651,"Snail, Chittenango ovate amber",T,,$6.00,"$264,583.81",99.50%
651,"Phacelia, North Park",E,,$6.00,"$264,589.81",99.50%
651,"Pearlymussel, Appalachian monkeyface",E,,$6.00,"$264,595.81",99.51%
651,"Wild-buckwheat, clay-loving",E,,$6.00,"$264,601.81",99.51%
651,"Pawpaw, four-petal",E,,$6.00,$264.607.81,99.51%
651,"Pigtoe, fine-rayed",E,,$6.00,"$264,613.81",99.51%
651,"Goldenrod, Short's",E,,$6.00,"$264,619.81",99.51%
651,Auerodendron pauciflorum (=Sci name),E,,$6.00,"$264,625.81",99.52%
660,"Joint-vetch, sensitive",T,,$5.97,"$264,631.77",99.52%
661,"Phacelia, clay",E,,$5.90,"$264,637.67",99.52%
662,"Dace, Kendall Warm Springs",E,,$5.86,"$264,643.53",99.52%
663,"Daisy, lakeside",T,,"$5.85 '$264,649.38",,99.53%
664,Schiedea kaalae (=Sci name),E,,$5.80,"$264,655.18",99.53%
664,Aristida chaseae (=Sci name),E,,$5.80,"$264,660.98",99.53%
664,Alsinidendron obovatum (=Sci name),E,,$5.80,"$264,666.78",99.53%
667,"Daisy, Maguire",E,,$5.70,"$264,672.48",99.53%
668,"Crayfish, cave [no common name]",E,,$5.65,"$264,678.13",99.54%
669,"Milk-vetch, Ash meadows",T,,$5.60,"$264,683.73",99.54%
669,"Ivesia, Ash Meadows",T,,$5.60,"$264,689.33",99.54%
669,Nioi,E,,$5.60,"$264,694.93",99.54%
669,"Pupfish, Warm Springs",E,,$5.60,"$264,700.53",99.54%
669,"Gumplant, Ash Meadows",T,,"$5.60 ;$264,706.13",,99.55%
669,"Gardenia, Hawaiian (na'u)",E,',$5.60,"$264,711.73",99.55%
669,"Sunray, Ash Meadows",T,,$5.60,"$264,717.33",99.55%
676,Na'ena'e,E,,$5.59,"$264,722.92",99.55%
676,Hedyotis parvula (=Sci name),E,,"$5.59 : $264,728.51",,99.56%
678,"Trout, Paiute cutthroat",T,,$5.50,"$264,734.01",99.56%
678,"Goldfields, Contra Costa",E,,$5.50,"$264,739.51",99.56%
678,"Gooseberry, Miccosukee (Florida)",T,,$5.50,"$264,745.01",99.56%
678,"Evening-primrose, Eureka Valley",E,,$5.50,"$264,750.51",99.56%
678,"Darter, watercress",E,,"$5.50 '$264,756.01",,99.57%
683,Tetramolopium filiforme (=Sci name),E,,"$5.49 .$264,761. 50",,99.57%
683,Neraudia angulata (=Sci name),E,,$5.49,$264.766.99,99.57%
685,"Cycladenia, Jones",T,,"$5.40 : $264,772.39",,99.57%
686,"Pearlymussel, dromedary",E,,"$5.30 :$264,777.69",,99.57%
686,"Pearlymussel, green-blossom",E,,$5.30,"$264,782.99",99.58%
688,"Elktoe, Cumberland",E,,$5.25,"$264,788.24",99.58%
689,"Paintbrush, soft-leaved",E,,"$5.20 :$264,793.44",,99.58%
690,"Mallow, Peter's Mountain",E,,$5.17,":$264,798.61",99.58%
691,"Pitcher-plant, mountain sweet",E,,$5.10,"$264,803.71",99.58%
692,Hesperomannia arborescens (=Sci name),E,,$5.10,"$264,808.81",99.59%
692,Haha,E,,$5.10,"'$264,813.91",99.59%
694,"Paintbrush, Tiburon",E,,$5.06,"'$264,818.97",99.59%
695,"Chumbo, higo",T,,$5.00,"$264,823.97",99.59%
695,"Mustard, Penland alpine fen",T,,$5.00,": $264, 828. 97",99.59%
,,,,,,Page 12

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
695,Vemonia proctorii (=Sci name),E,$5.00,$264.833.97,99.59%
695,Calyptranthes thomasiana (=Sci name),E,$5.00,$264.838.97,99.60%
695,"Pentachaeta, Lyon's",E,$5.00,"$264,843.97",99.60%
695,Makou,T,$5.00,$264.848.97,99.60%
695,Pelos del diablo,E,$5.00,$264.853.97,99.60%
695,"Goldenrod, white-haired",T,$5.00,$264.858.97,99.60%
695,Milk-vetch. Osterhout,E,$5.00,$264.863.97,99.61%
695,"Butterfly, San Bruno elfin",E,$5.00,"$264,868.97",99.61%
695,Mehamehame,E,$5.00,"$264,873.97",99.61%
695,"Rosa, palo de",E,$5.00,"$264,878.97",99.61%
695,"""Aiea",E,$5.00,$264.883.97,99.61%
695,"Lupine, scrub",E,$5.00,"$264,888.97",99.62%
695,Myrcia paganii (=Sci name),E,$5.00,$264.893.97,99.62%
710,Nehe,E,$4.90,$264.898.87,99.62%
711,"Fatmucket, Arkansas",T,$4.85,"$264,903.72",99.62%
