Rank,Species (50 CFR Part 17),Status,"SpeciesTotal","CumulativeTotal","CumulativePercent"
854,"Skullcap, Florida (Scutellaria floridana)",T,"$5,900","$792,381,957",99.91
855,Lobelia monostachya (=Sci name),E,"$5,733","$792,387,690",99.91
856,"Thornmint, San Diego (Acanthomintha ilicifolia)",T,"$5,556","$792,393,246",99.91
857,Haha (Cyanea pinnatifida),E,"$5,533","$792,398,779",99.91
858,"Lampmussel, AlabamaAL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Lampsilis virescens)",EXPN,"$5,500","$792,404,279",99.91
858,"Pigtoe, finerayedAL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Fusconaia cuneolus)",EXPN,"$5,500","$792,409,779",99.91
860,Alani (Melicope ovalis),E,"$5,499","$792,415,278",99.91
861,Haha (Cyanea longiflora),E,"$5,486","$792,420,764",99.91
862,"Turtle, ringed map (Graptemys oculifera)",T,"$5,450","$792,426,214",99.91
863,"Spurge, Hoover's (Chamaesyce hooveri)",T,"$5,429","$792,431,643",99.91
864,Diplazium molokaiense (=Sci name),E,"$5,392","$792,437,035",99.91
865,"Manzanita, Del Mar (Arctostaphylos glandulosa ssp. crassifolia)",E,"$5,376","$792,442,411",99.91
865,"Baccharis, Encinitas (Baccharis vanessae)",T,"$5,376","$792,447,787",99.92
865,"Flannelbush, Mexican (Fremontodendron mexicanum)",E,"$5,376","$792,453,163",99.92
868,"Orcutt grass, hairy (Orcuttia pilosa)",E,"$5,329","$792,458,492",99.92
869,Mariscus pennatiformis (=Sci name),E,"$5,286","$792,463,778",99.92
870,"Rock-cress, McDonald's (Arabis mcdonaldiana)",E,"$5,213","$792,468,991",99.92
871,"Madtom, yellowfinHolston River, VA, TN (Noturus flavipinnis)",EXPN,"$5,200","$792,474,191",99.92
871,"Hypericum, highlands scrub (Hypericum cumulicola)",E,"$5,200","$792,479,391",99.92
871,"Blazingstar, scrub (Liatris ohlingerae)",E,"$5,200","$792,484,591",99.92
871,Snakeroot (Eryngium cuneifolium),E,"$5,200","$792,489,791",99.92
875,"Lupine, Nipomo Mesa (Lupinus nipomensis)",E,"$5,151","$792,494,942",99.92
876,"Kangaroo rat, Morro Bay (Dipodomys heermanni morroensis)",E,"$5,150","$792,500,092",99.92
877,"Turtle, flattened muskspecies range clarified (Sternotherus depressus)",T,"$5,100","$792,505,192",99.92
877,"Pocketbook, speckled (Lampsilis streckeri)",E,"$5,100","$792,510,292",99.92
877,"Mint, scrub (Dicerandra frutescens)",E,"$5,100","$792,515,392",99.92
880,"Geranium, Hawaiian red-flowered (Geranium arboreum)",E,"$5,033","$792,520,425",99.92
881,"Goldenrod, Blue Ridge (Solidago spithamaea)",T,"$5,000","$792,525,425",99.93
882,"Clarkia, Pismo (Clarkia speciosa ssp. immaculata)",E,"$4,937","$792,530,362",99.93
883,Abutilon sandwicense (=Sci name),E,"$4,911","$792,535,273",99.93
884,"Phacelia, clay (Phacelia argillacea)",E,"$4,900","$792,540,173",99.93
885,Haha (Cyanea glabra),E,"$4,891","$792,545,064",99.93
886,"Polygala, Lewton's (Polygala lewtonii)",E,"$4,800","$792,549,864",99.93
887,"Pawpaw, four-petal (Asimina tetramera)",E,"$4,700","$792,554,564",99.93
888,"Wartyback, white (pearlymussel) (Plethobasus cicatricosus)",E,"$4,600","$792,559,164",99.93
889,Stenogyne kanehoana (=Sci name),E,"$4,533","$792,563,697",99.93
890,"Manzanita, Santa Rosa Island (Arctostaphylos confertiflora)",E,"$4,500","$792,568,197",99.93
890,"Rosemary, Apalachicola (Conradina glabra)",E,"$4,500","$792,572,697",99.93
890,Bariaco (Trichilia triacantha),E,"$4,500","$792,577,197",99.93
893,"Meadowrue, Cooley's (Thalictrum cooleyi)",E,"$4,346","$792,581,543",99.93
894,Lipochaeta venosa (=Sci name),E,"$4,331","$792,585,874",99.93
895,Makou (Peucedanum sandwicense),T,"$4,306","$792,590,180",99.93
896,"Cactus, Arizona hedgehog (Echinocereus triglochidiatus var.arizonicus)",E,"$4,300","$792,594,480",99.93
896,"Pawpaw, beautiful (Deeringothamnus pulchellus)",E,"$4,300","$792,598,780",99.93
896,"Leather flower, Morefield's (Clematis morefieldii)",E,"$4,300","$792,603,080",99.93
899,"Wallflower, Ben Lomond (Erysimum teretifolium)",E,"$4,140","$792,607,220",99.94
900,"Spineflower, Sonoma (Chorizanthe valida)",E,"$4,127","$792,611,347",99.94
901,"Wild-buckwheat, clay-loving (Eriogonum pelinophilum)",E,"$4,106","$792,615,453",99.94
902,"Orcutt grass, Sacramento (Orcuttia viscida)",E,"$4,079","$792,619,532",99.94
903,Vigna o-wahuensis (=Sci name),E,"$4,035","$792,623,567",99.94
904,Aupaka (Isodendrion hosakae),E,"$4,031","$792,627,598",99.94
905,"Hawk, Puerto Rican sharp-shinned (Accipiter striatus venator)",E,"$4,000","$792,631,598",99.94
905,"Boa, Virgin Islands tree (Epicrates monensis granti)",E,"$4,000","$792,635,598",99.94
905,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis)",E,"$4,000","$792,639,598",99.94
908,`Oha wai (Clermontia samuelii),E,"$3,983","$792,643,581",99.94
909,Haha (Cyanea platyphylla),E,"$3,943","$792,647,524",99.94
910,"Diellia, asplenium-leaved (Diellia erecta)",E,"$3,939","$792,651,463",99.94
911,"Milk-vetch, Osterhout (Astragalus osterhoutii)",E,"$3,880","$792,655,343",99.94
912,Clubshell,EXPN,"$3,850","$792,659,193",99.94
,"AL; Free-Flowing Reach of the Tennessee River below the WilsonDam, Colbert and Lauderdale Counties, AL (Pleurobema clava)",,,,
913.0,Schiedea haleakalensis (=Sci name),E,"$3,833","$792,663,026",99.94
913.0,Haha (Cyanea copelandii ssp. haleakalaensis),E,"$3,833","$792,666,859",99.94
915.0,"Monkey-flower, Michigan (Mimulus glabratus var. michiganensis)",E,"$3,804","$792,670,663",99.94
916.0,"Rosemary, short-leaved (Conradina brevifolia)",E,"$3,800","$792,674,463",99.94
916.0,"Rhododendron, Chapman (Rhododendron chapmanii)",E,"$3,800","$792,678,263",99.94
918.0,"Bladderpod, Dudley Bluffs (Lesquerella congesta)",T,"$3,769","$792,682,032",99.94
919.0,"Twinpod, Dudley Bluffs (Physaria obcordata)",T,"$3,674","$792,685,706",99.95
920.0,"Grass, Tennessee yellow-eyed (Xyris tennesseensis)",E,"$3,670","$792,689,376",99.95
921.0,"Buttercup, autumn (Ranunculus aestivalis (=acriformis))",E,"$3,600","$792,692,976",99.95
922.0,Haha (Cyanea undulata),E,"$3,530","$792,696,506",99.95
923.0,"Bonamia, Florida (Bonamia grandiflora)",T,"$3,500","$792,700,006",99.95
923.0,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,"$3,500","$792,703,506",99.95
923.0,Erubia (Solanum drymophilum),E,"$3,500","$792,707,006",99.95
923.0,Palo colorado (Ternstroemia luquillensis),E,"$3,500","$792,710,506",99.95
923.0,"Ladies'-tresses, Canelo Hills (Spiranthes delitescens)",E,"$3,500","$792,714,006",99.95
928.0,Hau kuahiwi (Hibiscadelphus giffardianus),E,"$3,471","$792,717,477",99.95
928.0,Lo`ulu (Pritchardia schattaueri),E,"$3,471","$792,720,948",99.95
930.0,"Manzanita, Presidio (Arctostaphylos hookeri var. ravenii)",E,"$3,454","$792,724,402",99.95
931.0,"Polygonum, Scotts Valley (Polygonum hickmanii)",E,"$3,450","$792,727,852",99.95
932.0,Stenogyne campanulata (=Sci name),E,"$3,441","$792,731,293",99.95
933.0,"Cavefish, Alabama (Speoplatyrhinus poulsoni)",E,"$3,400","$792,734,693",99.95
934.0,"Chaff-flower, round-leaved (Achyranthes splendens var. rotundata)",E,"$3,328","$792,738,021",99.95
935.0,"Bush-mallow, San Clemente Island (Malacothamnus clementinus)",E,"$3,253","$792,741,274",99.95
936.0,"Dudleya, Santa Cruz Island (Dudleya nesiotica)",T,"$3,252","$792,744,526",99.95
936.0,"Bedstraw, island (Galium buxifolium)",E,"$3,252","$792,747,778",99.95
936.0,"Rush-rose, island (Helianthemum greenei)",T,"$3,252","$792,751,030",99.95
936.0,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus)",E,"$3,252","$792,754,282",99.95
936.0,"Malacothrix, Santa Cruz Island (Malacothrix indecora)",E,"$3,252","$792,757,534",99.95
941.0,"Springsnail, Alamosa (Tryonia alamosae)",E,"$3,200","$792,760,734",99.95
942.0,"Pearlymussel, birdwingEntire Range; Except where listed as Experimental Populations(Conradilla caelata)",E,"$3,150","$792,763,884",99.96
943.0,"Naupaka, dwarf (Scaevola coriacea)",E,"$3,140","$792,767,024",99.96
944.0,Awiwi (Centaurium sebaeoides),E,"$3,138","$792,770,162",99.96
945.0,"Phacelia, North Park (Phacelia formosula)",E,"$3,137","$792,773,299",99.96
946.0,"Naucorid, Ash Meadows (Ambrysus amargosus)",T,"$3,100","$792,776,399",99.96
946.0,"Fringe-tree, pygmy (Chionanthus pygmaeus)",E,"$3,100","$792,779,499",99.96
946.0,"Lupine, scrub (Lupinus aridorum)",E,"$3,100","$792,782,599",99.96
946.0,"Mint, Garrett's (Dicerandra christmanii)",E,"$3,100","$792,785,699",99.96
950.0,"Tuctoria, Greene's (Tuctoria greenei)",E,"$3,079","$792,788,778",99.96
951.0,"Gambusia, Clear Creek (Gambusia heterochir)",E,"$3,000","$792,791,778",99.96
951.0,"Catfish, Yaqui (Ictalurus pricei)",T,"$3,000","$792,794,778",99.96
951.0,"Pigtoe, flat (Pleurobema marshalli)",E,"$3,000","$792,797,778",99.96
951.0,"Gooseberry, Miccosukee (Ribes echinellum)",T,"$3,000","$792,800,778",99.96
951,"Grass, Eureka Dune (Swallenia alexandrae)",E,"$3,000","$792,803,778",99.96
951,"Blue-star, Kearney's (Amsonia kearneyana)",E,"$3,000","$792,806,778",99.96
951,Pelos del diablo (Aristida portoricensis),E,"$3,000","$792,809,778",99.96
951,"Boxwood, Vahl's (Buxus vahlii)",E,"$3,000","$792,812,778",99.96
951,Palo de nigua (Cornutia obovata),E,"$3,000","$792,815,778",99.96
951,"Cactus, Cochise pincushion (Coryphantha robbinsorum)",T,"$3,000","$792,818,778",99.96
951,Uvillo (Eugenia haematocarpa),E,"$3,000","$792,821,778",99.96
951,"Chumbo, Higo (Harrisia portoricensis)",T,"$3,000","$792,824,778",99.96
951,"Walnut, West Indian (Juglans jamaicensis)",E,"$3,000","$792,827,778",99.96
951,"Reed-mustard, clay (Schoenocrambe argillacea)",T,"$3,000","$792,830,778",99.96
951,"Sedge, golden (Carex lutea)",E,"$3,000","$792,833,778",99.96
966,"Madtom, yellowfinTellico River, TN (Noturus flavipinnis)",EXPN,"$2,900","$792,836,678",99.96
966,"Buckwheat, scrub (Eriogonum longifolium var. gnaphalifolium)",T,"$2,900","$792,839,578",99.96
968,"Pinkroot, gentian (Spigelia gentianoides)",E,"$2,810","$792,842,388",99.97
969,"Springfish, White River (Crenichthys baileyi baileyi)",E,"$2,800","$792,845,188",99.97
970,Haha (Cyanea truncata),E,"$2,744","$792,847,932",99.97
971,Ha`iwale (Cyrtandra polyantha),E,"$2,737","$792,850,669",99.97
972,"Goldenrod, Houghton's (Solidago houghtonii)",T,"$2,700","$792,853,369",99.97
973,"Clarkia, Springville (Clarkia springvillensis)",T,"$2,696","$792,856,065",99.97
974,`Ahinahina (Argyroxiphium sandwicense ssp. macrocephalum),T,"$2,683","$792,858,748",99.97
975,"Isopod, Madison Cave (Antrolana lira)",T,"$2,500","$792,861,248",99.97
975,"Isopod, Lee County cave (Lirceus usdagalun)",E,"$2,500","$792,863,748",99.97
975,Calyptranthes thomasiana (=Sci name),E,"$2,500","$792,866,248",99.97
975,"Jacquemontia, beach (Jacquemontia reclinata)",E,"$2,500","$792,868,748",99.97
975,Chupacallos (Pleodendron macranthum),E,"$2,500","$792,871,248",99.97
975,Schoepfia arenaria (=Sci name),T,"$2,500","$792,873,748",99.97
981,Alani (Melicope zahlbruckneri),E,"$2,471","$792,876,219",99.97
982,"Fern, American hart's-tongue (Asplenium scolopendrium var.americanum)",T,"$2,470","$792,878,689",99.97
983,"Rocksnail, painted (Leptoxis taeniata)",T,"$2,400","$792,881,089",99.97
984,"Pentachaeta, white-rayed (Pentachaeta bellidiflora)",E,"$2,380","$792,883,469",99.97
985,"Beetle, delta green ground (Elaphrus viridis)",T,"$2,374","$792,885,843",99.97
986,"Skipper, Pawnee montane (Hesperia leonardus montana)",T,"$2,350","$792,888,193",99.97
987,"Reed-mustard, shrubby (Schoenocrambe suffrutescens)",E,"$2,300","$792,890,493",99.97
988,`Awikiwiki (Canavalia molokaiensis),E,"$2,233","$792,892,726",99.97
989,"Creeper, Oahu (Paroreomyza maculata)",E,"$2,227","$792,894,953",99.97
990,"Rocksnail, plicate (Leptoxis plicata)",E,"$2,200","$792,897,153",99.97
990,"Ridge-cress, Barneby (Lepidium barnebyanum)",E,"$2,200","$792,899,353",99.97
992,Silene perlmanii (=Sci name),E,"$2,137","$792,901,490",99.97
993,"Bladderpod, kodachrome (Lesquerella tumulosa)",E,"$2,100","$792,903,590",99.97
993,"Milk-vetch, heliotrope (Astragalus montii)",T,"$2,100","$792,905,690",99.97
993,"Locoweed, Fassett's (Oxytropis campestris var. chartacea)",T,"$2,100","$792,907,790",99.97
993,"Primrose, Maguire (Primula maguirei)",T,"$2,100","$792,909,890",99.97
997,"Navarretia, many-flowered (Navarretia leucocephala ssp. plieantha)",E,"$2,079","$792,911,969",99.97
997,"Stonecrop, Lake County (Parvisedum leiocarpum)",E,"$2,079","$792,914,048",99.97
997,"Thistle, Loch Lomond coyote (Eryngium constancei)",E,"$2,079","$792,916,127",99.97
1000,"Manzanita, Ione (Arctostaphylos myrtifolia)",T,"$2,070","$792,918,197",99.97
1001,Delissea rhytidosperma (=Sci name),E,"$2,061","$792,920,258",99.97
1001,Kauai hau kuahiwi (Hibiscadelphus distans),E,"$2,061","$792,922,319",99.98
1003,"Mallard, Mariana (Anas oustaleti)",E,"$2,001","$792,924,320",99.98
1003,"Broadbill, Guam (Myiagra freycineti)",E,"$2,001","$792,926,321",99.98
1005,"Boa, Mona (Epicrates monensis monensis)",T,"$2,000","$792,928,321",99.98
1005,"Snail, Virginia fringed mountain (Polygyriscus virginianus)",E,"$2,000","$792,930,321",99.98
1005,"Yerba santa, Lompoc (Eriodictyon capitatum)",E,"$2,000","$792,932,321",99.98
1005,"Spurge, Garber's (Chamaesyce garberi)",T,"$2,000","$792,934,321",99.98
1005,"Cactus, Lloyd's Mariposa (Echinomastus mariposensis)",T,"$2,000","$792,936,321",99.98
1005,"Pondweed, Little Aguja (=Creek) (Potamogeton clystocarpus)",E,"$2,000","$792,938,321",99.98
1005,Cordia bellonis (=Sci name),E,"$2,000","$792,940,321",99.98
1005,Mitracarpus maxwelliae (=Sci name),E,"$2,000","$792,942,321",99.98
1005,Mitracarpus polycladus (=Sci name),E,"$2,000","$792,944,321",99.98
1014,Heau (Exocarpos luteolus),E,"$1,924","$792,946,245",99.98
1015,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa)",E,"$1,900","$792,948,145",99.98
1015,"Flannelbush, Pine Hill (Fremontodendron californicum ssp.decumbens)",E,"$1,900","$792,950,045",99.98
1017,Ha`iwale (Cyrtandra tintinnabula),E,"$1,857","$792,951,902",99.98
1018,Phyllostegia warshaueri (=Sci name),E,"$1,805","$792,953,707",99.98
1019,"Beardtongue, Penland (Penstemon penlandii)",E,"$1,751","$792,955,458",99.98
1020,"Dwarf-flax, Marin (Hesperolinon congestum)",T,"$1,725","$792,957,183",99.98
1021,"Cladonia, Florida perforate (Cladonia perforata)",E,"$1,700","$792,958,883",99.98
1022,"Vervain, Red Hills (Verbena californica)",T,"$1,696","$792,960,579",99.98
1023,"Dace, Clover Valley speckled (Rhinichthys osculus oligoporus)",E,"$1,600","$792,962,179",99.98
1024,"Navarretia, few-flowered (Navarretia leucocephala ssp. pauciflora(=N. pauciflora))",E,"$1,579","$792,963,758",99.98
1025,"Bittercress, small-anthered (Cardamine micranthera)",E,"$1,532","$792,965,290",99.98
1026,"Shiner, beautiful (Cyprinella formosa)",T,"$1,500","$792,966,790",99.98
1026,"Marstonia, royal (snail) (Pyrgulopsis ogmorhaphe)",E,"$1,500","$792,968,290",99.98
1026,"Pitaya, Davis' green (Echinocereus viridiflorus var. davisii)",E,"$1,500","$792,969,790",99.98
1026,Lepanthes eltoroensis (=Sci name),E,"$1,500","$792,971,290",99.98
1026,Palo de jazmin (Styrax portoricensis),E,"$1,500","$792,972,790",99.98
1026,"Heather, mountain golden (Hudsonia montana)",T,"$1,500","$792,974,290",99.98
1026,Leptocereus grantianus (=Sci name),E,"$1,500","$792,975,790",99.98
1026,Vernonia proctorii (=Sci name),E,"$1,500","$792,977,290",99.98
1026,Elaphoglossum serpens (=Sci name),E,"$1,500","$792,978,790",99.98
1035,`Oha wai (Clermontia peleana),E,"$1,471","$792,980,261",99.98
1036,Nohoanu (Geranium multiflorum),E,"$1,433","$792,981,694",99.98
1037,"Cypress, Santa Cruz (Cupressus abramsiana)",E,"$1,380","$792,983,074",99.98
1038,"Koki`o, Cooke's (Kokia cookei)",E,"$1,341","$792,984,415",99.98
1039,Platanthera holochila (=Sci name),E,"$1,302","$792,985,717",99.98
1040,"Darter, watercress (Etheostoma nuchale)",E,"$1,300","$792,987,017",99.98
1041,Wahane (Pritchardia aylmer-robinsonii),E,"$1,261","$792,988,278",99.98
1041,"Hibiscus, Clay's (Hibiscus clayi)",E,"$1,261","$792,989,539",99.98
1041,Alsinidendron viscosum (=Sci name),E,"$1,261","$792,990,800",99.98
1041,Lo`ulu (Pritchardia viscosa),E,"$1,261","$792,992,061",99.98
1041,Schiedea kauaiensis (=Sci name),E,"$1,261","$792,993,322",99.98
1046,"Buckwheat, Ione (incl. Irish Hill) (Eriogonum apricum (incl. var.prostratum))",E,"$1,247","$792,994,569",99.98
1047,`Akoko (Chamaesyce deppeana),E,"$1,237","$792,995,806",99.98
1047,Gouania meyenii (=Sci name),E,"$1,237","$792,997,043",99.98
1047,Ha`iwale (Cyrtandra crenata),E,"$1,237","$792,998,280",99.98
1050,Kuawawaenohu (Alsinidendron lychnoides),E,"$1,236","$792,999,516",99.98
1051,Kolea (Myrsine linearifolia),T,"$1,233","$793,000,749",99.98
1051,Schiedea membranacea (=Sci name),E,"$1,233","$793,001,982",99.99
1051,Chamaesyce halemanui (=Sci name),E,"$1,233","$793,003,215",99.99
1051,Na`ena`e (Dubautia latifolia),E,"$1,233","$793,004,448",99.99
1051,Koki`o ke`oke`o (Hibiscus waimeae ssp. hannerae),E,"$1,233","$793,005,681",99.99
1051,Koki`o (Kokia kauaiensis),E,"$1,233","$793,006,914",99.99
1051,Nehe (Lipochaeta fauriei),E,"$1,233","$793,008,147",99.99
1051,Munroidendron racemosum (=Sci name),E,"$1,233","$793,009,380",99.99
1051,Kaulu (Pteralyxia kauaiensis),E,"$1,233","$793,010,613",99.99
1051,Remya kauaiensis (=Sci name),E,"$1,233","$793,011,846",99.99
1051,"Iliau, dwarf (Wilkesia hobdyi)",E,"$1,233","$793,013,079",99.99
1051,Koki`o ke`oke`o (Hibiscus arnottianus ssp. immaculatus),E,"$1,233","$793,014,312",99.99
1051,Nehe (Lipochaeta micrantha),E,"$1,233","$793,015,545",99.99
1051,Nehe (Lipochaeta waimeaensis),E,"$1,233","$793,016,778",99.99
1051,Remya montgomeryi (=Sci name),E,"$1,233","$793,018,011",99.99
1066,"Isopod, Socorro (Thermosphaeroma thermophilus)",E,"$1,200","$793,019,211",99.99
1066,"Ayenia, Texas (Ayenia limitaris)",E,"$1,200","$793,020,411",99.99
1068,"Checker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida)",E,"$1,183","$793,021,594",99.99
1069,"Milk-vetch, Mancos (Astragalus humillimus)",E,"$1,100","$793,022,694",99.99
1070,Abutilon eremitopetalum (=Sci name),E,"$1,041","$793,023,735",99.99
1071,"Silverside, Waccamaw (Menidia extensa)",T,"$1,036","$793,024,771",99.99
1072,"Gambusia, San Marcos (Gambusia georgei)",E,"$1,020","$793,025,791",99.99
1073,"Finch, Laysan (honeycreeper) (Telespyza cantans)",E,"$1,001","$793,026,792",99.99
1073,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",E,"$1,001","$793,027,793",99.99
1073,"Millerbird, Nihoa (old world warbler) (Acrocephalus familiaris kingi)",E,"$1,001","$793,028,794",99.99
1073,"White-eye, bridled (Zosterops conspicillatus conspicillatus)",E,"$1,001","$793,029,795",99.99
1077,"Seal, Guadalupe fur (Arctocephalus townsendi)",T,"$1,000","$793,030,795",99.99
1077,"Anole, Culebra Island giant (Anolis roosevelti)",E,"$1,000","$793,031,795",99.99
1077,"Gecko, Monito (Sphaerodactylus micropithecus)",E,"$1,000","$793,032,795",99.99
1077,"Chub, Chihuahua (Gila nigrescens)",T,"$1,000","$793,033,795",99.99
1077,"Dudleya, Conejo (Dudleya abramsii ssp. parva)",T,"$1,000","$793,034,795",99.99
1077,"Dudleya, marcescent (Dudleya cymosa ssp. marcescens)",T,"$1,000","$793,035,795",99.99
1077,"Cory cactus, bunched (Coryphantha ramillosa)",T,"$1,000","$793,036,795",99.99
1077,"Cactus, Lee pincushion (Coryphantha sneedii var. leei)",T,"$1,000","$793,037,795",99.99
1077,Palo de ramon (Banara vanderbiltii),E,"$1,000","$793,038,795",99.99
1077,"Manaca, palma de (Calyptronoma rivalis)",T,"$1,000","$793,039,795",99.99
1077,Higuero de sierra (Crescentia portoricensis),E,"$1,000","$793,040,795",99.99
1077,"Gourd, Okeechobee (Cucurbita okeechobeensis ssp.okeechobeensis)",E,"$1,000","$793,041,795",99.99
1077,Daphnopsis hellerana (=Sci name),E,"$1,000","$793,042,795",99.99
1077,"Goetzea, beautiful (Goetzea elegans)",E,"$1,000","$793,043,795",99.99
1077,"Holly, Cook's (Ilex cookii)",E,"$1,000","$793,044,795",99.99
1077,"Peperomia, Wheeler's (Peperomia wheeleri)",E,"$1,000","$793,045,795",99.99
1077,Ternstroemia subsessilis (=Sci name),E,"$1,000","$793,046,795",99.99
1077,"Dudleya, Verity's (Dudleya verityi)",T,"$1,000","$793,047,795",99.99
1077,Myrcia paganii (=Sci name),E,"$1,000","$793,048,795",99.99
1077,"Milk-vetch, triple-ribbed (Astragalus tricarinatus)",E,"$1,000","$793,049,795",99.99
1077,Auerodendron pauciflorum (=Sci name),E,"$1,000","$793,050,795",99.99
1077,Ilex sintenisii (=Sci name),E,"$1,000","$793,051,795",99.99
1077,"Dudleyea, Santa Monica Mountains (Dudleya cymosa ssp. ovatifolia)",T,"$1,000","$793,052,795",99.99
1077,"Fern, Elfin tree (Cyathea dryopteroides)",E,"$1,000","$793,053,795",99.99
1101,"Cypress, Gowen (Cupressus goveniana ssp. goveniana)",T,$997,"$793,054,792",99.99
1102,"Curlew, Eskimo (Numenius borealis)",E,$985,"$793,055,777",99.99
1103,`Anunu (Sicyos alba),E,$971,"$793,056,748",99.99
1104,Ha`iwale (Cyrtandra giffardii),E,$935,"$793,057,683",99.99
1105,"Bladderpod, lyrate (Lesquerella lyrata)",T,$920,"$793,058,603",99.99
1106,"Mustard, Penland alpine fen (Eutrema penlandii)",T,$880,"$793,059,483",99.99
1107,"Fern, pendant kihi (Adenophorus periens)",E,$853,"$793,060,336",99.99
1108,"Salamander, Shenandoah (Plethodon shenandoah)",E,$800,"$793,061,136",99.99
1108,"Snail, noonday (Mesodon clarki nantahala)",T,$800,"$793,061,936",99.99
1108,"Water-plantain, Kral's (Sagittaria secundifolia)",T,$800,"$793,062,736",99.99
1108,"Quillwort, mat-forming (Isoetes tegetiformans)",E,$800,"$793,063,536",99.99
1112,"Checker-mallow, Keck's (Sidalcea keckii)",E,$796,"$793,064,332",99.99
1113,Delissea undulata (=Sci name),E,$792,"$793,065,124",99.99
1114,"Daisy, Parish's (Erigeron parishii)",T,$766,"$793,065,890",99.99
1115,Haha (Cyanea hamatiflora ssp. hamatiflora),E,$741,"$793,066,631",99.99
1116,"Snake, Atlantic salt marsh (Nerodia clarkii taeniata)",T,$700,"$793,067,331",99.99
1116,"Snail, armored (Pyrgulopsis (=Marstonia) pachyta)",E,$700,"$793,068,031",99.99
1116,"Elimia, lacy (snail) (Elimia crenatella)",T,$700,"$793,068,731",99.99
1119,"Sunburst, Hartweg's golden (Pseudobahia bahiifolia)",E,$686,"$793,069,417",99.99
1119,"Sunburst, San Joaquin adobe (Pseudobahia peirsonii)",T,$686,"$793,070,103",99.99
1121,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,$667,"$793,070,770",99.99
1121,"`O`o, Kauai (honeyeater) (Moho braccatus)",E,$667,"$793,071,437",99.99
1121,`O`u (honeycreeper) (Psittirostra psittacea),E,$667,"$793,072,104",99.99
1121,"Thrush, large Kauai (=kamao) (Myadestes myadestinus)",E,$667,"$793,072,771",99.99
1121,"Thrush, Molokai (Myadestes lanaiensis rutha)",E,$667,"$793,073,438",99.99
1121,"Creeper, Molokai (Paroreomyza flammea)",E,$667,"$793,074,105",99.99
1127,Kamakahala (Labordia triflora),E,$641,"$793,074,746",99.99
1127,Alani (Melicope mucronulata),E,$641,"$793,075,387",99.99
1127,Lo`ulu (Pritchardia munroi),E,$641,"$793,076,028",99.99
1127,"Remya, Maui (Remya mauiensis)",E,$641,"$793,076,669",99.99
1127,Silene alexandri (=Sci name),E,$641,"$793,077,310",99.99
1127,Tetramolopium remyi (=Sci name),E,$641,"$793,077,951",99.99
1127,Haha (Cyanea lobata),E,$641,"$793,078,592",99.99
1127,`Oha wai (Clermontia oblongifolia ssp. brevipes),E,$641,"$793,079,233",99.99
1127,`Oha wai (Clermontia oblongifolia ssp. mauiensis),E,$641,"$793,079,874",99.99
1127,Haha (Cyanea dunbarii),E,$641,"$793,080,515",100.0
1127,Haha (Cyanea procera),E,$641,"$793,081,156",100.0
1127,Kopa (Hedyotis schlechtendahliana var. remyi),E,$641,"$793,081,797",100.0
1127,Lysimachia maxima (=Sci name),E,$641,"$793,082,438",100.0
1127,Phyllostegia mannii (=Sci name),E,$641,"$793,083,079",100.0
1127,Kohe malama malama o kanaloa (Kanaloa kahoolawensis),E,$641,"$793,083,720",100.0
1142,Alani (Melicope saint-johnii),E,$637,"$793,084,357",100.0
1142,Trematolobelia singularis (=Sci name),E,$637,"$793,084,994",100.0
1144,Liliwai (Acaena exigua),E,$633,"$793,085,627",100.0
1145,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum)",E,$600,"$793,086,227",100.0
1145,"Warea, wide-leaf (Warea amplexifolia)",E,$600,"$793,086,827",100.0
1147,"Brodiaea, Chinese Camp (Brodiaea pallida)",T,$596,"$793,087,423",100.0
1147,"Pussypaws, Mariposa (Calyptridium pulchellum)",T,$596,"$793,088,019",100.0
1149,"Manzanita, pallid (Arctostaphylos pallida)",T,$553,"$793,088,572",100.0
1150,Cahow (Pterodroma cahow),E,$500,"$793,089,072",100.0
1150,"Lizard, St. Croix ground (Ameiva polops)",E,$500,"$793,089,572",100.0
1150,Chamaecrista glandulosa var. mirabilis (=Sci name),E,$500,"$793,090,072",100.0
1150,Gesneria pauciflora (=Sci name),T,$500,"$793,090,572",100.0
1150,Aristida chaseae (=Sci name),E,$500,"$793,091,072",100.0
1150,Lyonia truncata var. proctorii (=Sci name),E,$500,"$793,091,572",100.0
1150,Cranichis ricartii (=Sci name),E,$500,"$793,092,072",100.0
1150,Eugenia woodburyana (=Sci name),E,$500,"$793,092,572",100.0
1150,"Quillwort, black spored (Isoetes melanospora)",E,$500,"$793,093,072",100.0
1150,Adiantum vivesii (=Sci name),E,$500,"$793,093,572",100.0
