Rank,Species (50 CFR Part 17),Status,"SpeciesTotal ($)","CumulativeTotal ($)","CumulativePercent ($)"
883,Alani (Melicope mucronulata),E,"4,400","684,339,582",99.93
886,Wawae`iole (Huperzia mannii),E,"4,300","684,343,882",99.93
887,"Checker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida)",E,"4,257","684,348,139",99.93
888,"Mouse, Anastasia Island beach (Peromyscus polionotus phasma)",E,"4,200","684,352,339",99.93
888,Neraudia sericea (=Sci name),E,"4,200","684,356,539",99.93
888,"Phacelia, clay (Phacelia argillacea)",E,"4,200","684,360,739",99.93
891,"Snail, Chittenango ovate amber (Succinea chittenangoensis)",T,"4,160","684,364,899",99.93
892,"Pigtoe, shinyEntire Range; Except where listed as Experimental Populations(Fusconaia cor)",E,"4,140","684,369,039",99.93
893,"Turtle, Alabama red-belly (Pseudemys alabamensis)",E,"4,100","684,373,139",99.93
893,"Bulrush, Northeastern (Scirpus ancistrochaetus)",E,"4,100","684,377,239",99.93
893,"`Aiakeakua, popolo (Solanum sandwicense)",E,"4,100","684,381,339",99.93
893,`Ahinahina (Argyroxiphium sandwicense ssp. sandwicense),E,"4,100","684,385,439",99.94
893,"Skullcap, Florida (Scutellaria floridana)",T,"4,100","684,389,539",99.94
898,"Combshell, southern (Epioblasma penita)",E,"4,000","684,393,539",99.94
899,"Butterfly, lotis blue (Lycaeides argyrognomon lotis)",E,"3,900","684,397,439",99.94
900,"Dwarf-flax, Marin (Hesperolinon congestum)",T,"3,888","684,401,327",99.94
901,"Lead-plant, Crenulate (Amorpha crenulata)",E,"3,810","684,405,137",99.94
902,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa)",E,"3,800","684,408,937",99.94
902,"Larkspur, yellow (Delphinium luteum)",E,"3,800","684,412,737",99.94
902,"Remya, Maui (Remya mauiensis)",E,"3,800","684,416,537",99.94
905,`Ahinahina (Argyroxiphium sandwicense ssp. macrocephalum),T,"3,750","684,420,287",99.94
906,"Cactus, Cochise pincushion (Coryphantha robbinsorum)",T,"3,712","684,423,999",99.94
907,Aupaka (Isodendrion laurifolium),E,"3,700","684,427,699",99.94
907,"Goldenrod, white-haired (Solidago albopilosa)",T,"3,700","684,431,399",99.94
909,"Harvestman, Bee Creek Cave (Texella reddelli)",E,"3,640","684,435,039",99.94
910,"Catfish, Yaqui (Ictalurus pricei)",T,"3,613","684,438,652",99.94
911,"Sandwort, Marsh (Arenaria paludicola)",E,"3,550","684,442,202",99.94
912,"Avens, spreading (Geum radiatum)",E,"3,542","684,445,744",99.94
913,"Mouse, St. Andrew beach (Peromyscus polionotus peninsularis)",E,"3,500","684,449,244",99.94
913,Hau kuahiwi (Hibiscadelphus giffardianus),E,"3,500","684,452,744",99.95
913,Alani (Melicope zahlbruckneri),E,"3,500","684,456,244",99.95
913,Nehe (Lipochaeta micrantha),E,"3,500","684,459,744",99.95
913,"Butterwort, Godfrey's (Pinguicula ionantha)",T,"3,500","684,463,244",99.95
918,"Milk-vetch, Osterhout (Astragalus osterhoutii)",E,"3,406","684,466,650",99.95
919,"Pawpaw, beautiful (Deeringothamnus pulchellus)",E,"3,400","684,470,050",99.95
920,Awiwi (Centaurium sebaeoides),E,"3,364","684,473,414",99.95
921,"Monkey-flower, Michigan (Mimulus glabratus var. michiganensis)",E,"3,308","684,476,722",99.95
922,Kolea (Myrsine linearifolia),T,"3,300","684,480,022",99.95
922,Wahane (Pritchardia aylmer-robinsonii),E,"3,300","684,483,322",99.95
922,Schiedea membranacea (=Sci name),E,"3,300","684,486,622",99.95
922,Chamaesyce halemanui (=Sci name),E,"3,300","684,489,922",99.95
922,"Rosemary, Apalachicola (Conradina glabra)",E,"3,300","684,493,222",99.95
922,Delissea rhytidosperma (=Sci name),E,"3,300","684,496,522",99.95
922,Na`ena`e (Dubautia latifolia),E,"3,300","684,499,822",99.95
922,Gouania meyenii (=Sci name),E,"3,300","684,503,122",99.95
922,"Hibiscus, Clay's (Hibiscus clayi)",E,"3,300","684,506,422",99.95
922,Koki`o ke`oke`o (Hibiscus waimeae ssp. hannerae),E,"3,300","684,509,722",99.95
922,Koki`o (Kokia kauaiensis),E,"3,300","684,513,022",99.95
922,Nehe (Lipochaeta fauriei),E,"3,300","684,516,322",99.95
922,Alani (Melicope pallida),E,"3,300","684,519,622",99.95
922,Munroidendron racemosum (=Sci name),E,"3,300","684,522,922",99.96
922,Kaulu (Pteralyxia kauaiensis),E,"3,300","684,526,222",99.96
922,"Iliau, dwarf (Wilkesia hobdyi)",E,"3,300","684,529,522",99.96
922,Heau (Exocarpos luteolus),E,"3,300","684,532,822",99.96
922,Nehe (Lipochaeta waimeaensis),E,"3,300","684,536,122",99.96
922,Alsinidendron viscosum (=Sci name),E,"3,300","684,539,422",99.96
922,Remya montgomeryi (=Sci name),E,"3,300","684,542,722",99.96
922,Lo`ulu (Pritchardia viscosa),E,"3,300","684,546,022",99.96
922,Schiedea kauaiensis (=Sci name),E,"3,300","684,549,322",99.96
944,Kuawawaenohu (Alsinidendron lychnoides),E,"3,250","684,552,572",99.96
945,"Sunburst, Hartweg's golden (Pseudobahia bahiifolia)",E,"3,200","684,555,772",99.96
945,"Schiedea, Diamond Head (Schiedea adamantis)",E,"3,200","684,558,972",99.96
947,"Chaff-flower, round-leaved (Achyranthes splendens var. rotundata)",E,"3,164","684,562,136",99.96
948,"Rosemary, short-leaved (Conradina brevifolia)",E,"3,100","684,565,236",99.96
948,"Spurge, deltoid (Chamaesyce deltoidea ssp. deltoidea)",E,"3,100","684,568,336",99.96
948,`Akoko (Chamaesyce herbstii),E,"3,100","684,571,436",99.96
951,Pu`uka`a (Cyperus trachysanthos),E,"3,064","684,574,500",99.96
952,"Milk-vetch, Mancos (Astragalus humillimus)",E,"3,050","684,577,550",99.96
953,"Clubshell, black (Pleurobema curtum)",E,"3,000","684,580,550",99.96
953,"Pigtoe, flat (Pleurobema marshalli)",E,"3,000","684,583,550",99.96
953,"Riversnail, Anthony'sEntire Range; Except where listed as Experimental Populations(Athearnia anthonyi)",E,"3,000","684,586,550",99.96
953,"Grass, Colusa (Neostapfia colusana)",T,"3,000","684,589,550",99.96
953,"Ridge-cress, Barneby (Lepidium barnebyanum)",E,"3,000","684,592,550",99.97
953,"Bladderpod, kodachrome (Lesquerella tumulosa)",E,"3,000","684,595,550",99.97
953,Nohoanu (Geranium multiflorum),E,"3,000","684,598,550",99.97
953,"Primrose, Maguire (Primula maguirei)",T,"3,000","684,601,550",99.97
953,"Crownbeard, big-leaved (Verbesina dissita)",T,"3,000","684,604,550",99.97
962,"Wartyback, white (pearlymussel) (Plethobasus cicatricosus)",E,"2,900","684,607,450",99.97
962,Phyllostegia parviflora (=Sci name),E,"2,900","684,610,350",99.97
962,Lo`ulu (Pritchardia schattaueri),E,"2,900","684,613,250",99.97
965,"Gardenia (=Na`u), Hawaiian (Gardenia brighamii)",E,"2,800","684,616,050",99.97
965,"Locoweed, Fassett's (Oxytropis campestris var. chartacea)",T,"2,800","684,618,850",99.97
965,"Milkpea, Small's (Galactia smallii)",E,"2,800","684,621,650",99.97
968,"Lupine, scrub (Lupinus aridorum)",E,"2,700","684,624,350",99.97
968,Haha (Cyanea longiflora),E,"2,700","684,627,050",99.97
970,"Sunflower, San Mateo woolly (Eriophyllum latilobum)",E,"2,685","684,629,735",99.97
971,"Gambusia, San Marcos (Gambusia georgei)",E,"2,660","684,632,395",99.97
972,"Shiner, beautiful (Cyprinella formosa)",T,"2,606","684,635,001",99.97
973,"Beetle, delta green ground (Elaphrus viridis)",T,"2,500","684,637,501",99.97
973,"Crayfish, cave (Cambarus zophonastes)",E,"2,500","684,640,001",99.97
973,"Evening-primrose, Antioch Dunes (Oenothera deltoides ssp. howellii)",E,"2,500","684,642,501",99.97
973,"Bluet, Roan Mountain (Hedyotis purpurea var. montana)",E,"2,500","684,645,001",99.97
973,`Anunu (Sicyos alba),E,"2,500","684,647,501",99.97
978,"Joint-vetch, sensitive (Aeschynomene virginica)",T,"2,430","684,649,931",99.97
979,"Tern, roseateWestern Hemisphere except NE U.S. (Sterna dougallii dougallii)",T,"2,410","684,652,341",99.97
980,"Cactus, Arizona hedgehog (Echinocereus triglochidiatus var. arizonicus)",E,"2,406","684,654,747",99.97
981,Gouania vitifolia (=Sci name),E,"2,400","684,657,147",99.97
981,Tetramolopium rockii (=Sci name),T,"2,400","684,659,547",99.98
981,"Gourd, Okeechobee (Cucurbita okeechobeensis ssp. okeechobeensis)",E,"2,400","684,661,947",99.98
984,"Polygala, Lewton's (Polygala lewtonii)",E,"2,300","684,664,247",99.98
985,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis)",E,"2,200","684,666,447",99.98
985,"Beargrass, Britton's (Nolina brittoniana)",E,"2,200","684,668,647",99.98
985,"Mustard, Carter's (Warea carteri)",E,"2,200","684,670,847",99.98
988,"Cypress, Santa Cruz (Cupressus abramsiana)",E,"2,050","684,672,897",99.98
989,Cahow (Pterodroma cahow),E,"2,000","684,674,897",99.98
989,"Gambusia, Clear Creek (Gambusia heterochir)",E,"2,000","684,676,897",99.98
989,"Lampmussel, AlabamaEntire Range; Except where listed as Experimental Populations(Lampsilis virescens)",E,"2,000","684,678,897",99.98
989,"Butterfly, Lange's metalmark (Apodemia mormo langei)",E,"2,000","684,680,897",99.98
989,Haha (Cyanea grimesiana ssp. grimesiana),E,"2,000","684,682,897",99.98
989,"Liveforever, Santa Barbara Island (Dudleya traskiae)",E,"2,000","684,684,897",99.98
989,"Wild-buckwheat, gypsum (Eriogonum gypsophilum)",T,"2,000","684,686,897",99.98
989,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,"2,000","684,688,897",99.98
989,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus)",E,"2,000","684,690,897",99.98
989,"Rock-cress, shale barren (Arabis serotina)",E,"2,000","684,692,897",99.98
999,"Bat, little Mariana fruit (Pteropus tokudae)",E,"1,960","684,694,857",99.98
999,"White-eye, bridled (Zosterops conspicillatus conspicillatus)",E,"1,960","684,696,817",99.98
1001,"Warbler (=wood), Bachman's (Vermivora bachmanii)",E,"1,955","684,698,772",99.98
1002,"Mariposa lily, Tiburon (Calochortus tiburonensis)",T,"1,923","684,700,695",99.98
1002,"Ceanothus, coyote (Ceanothus ferrisae)",E,"1,923","684,702,618",99.98
1002,"Thistle, fountain (Cirsium fontinale var. fontinale)",E,"1,923","684,704,541",99.98
1002,"Jewelflower, Metcalf Canyon (Streptanthus albidus ssp. albidus)",E,"1,923","684,706,464",99.98
1002,"Jewelflower, Tiburon (Streptanthus niger)",E,"1,923","684,708,387",99.98
1002,"Thornmint, San Mateo (Acanthomintha obovata ssp. duttonii)",E,"1,923","684,710,310",99.98
1002,"Paintbrush, Tiburon (Castilleja affinis ssp. neglecta)",E,"1,923","684,712,233",99.98
1002,"Pentachaeta, white-rayed (Pentachaeta bellidiflora)",E,"1,923","684,714,156",99.98
1002,"Bird's-beak, Pennell's (Cordylanthus tenuis ssp. capillaris)",E,"1,923","684,716,079",99.98
1002,"Dudleya, Santa Clara Valley (Dudleya setchellii)",E,"1,923","684,718,002",99.98
1012,"Koki`o, Cooke's (Kokia cookei)",E,"1,900","684,719,902",99.98
1012,Lo`ulu (Pritchardia munroi),E,"1,900","684,721,802",99.98
1012,"Trillium, persistent (Trillium persistens)",E,"1,900","684,723,702",99.98
1012,Platanthera holochila (=Sci name),E,"1,900","684,725,602",99.98
1016,"Bladderpod, Dudley Bluffs (Lesquerella congesta)",T,"1,859","684,727,461",99.99
1017,"Potentilla, Hickman's (Potentilla hickmanii)",E,"1,800","684,729,261",99.99
1017,"Clover, Monterey (Trifolium trichocalyx)",E,"1,800","684,731,061",99.99
1019,Lo`ulu (Pritchardia affinis),E,"1,725","684,732,786",99.99
1020,"Gooseberry, Miccosukee (Ribes echinellum)",T,"1,700","684,734,486",99.99
1021,"Thrush, Molokai (Myadestes lanaiensis rutha)",E,"1,668","684,736,154",99.99
1022,"Pearlymussel, Curtis (Epioblasma florentina curtisii)",E,"1,600","684,737,754",99.99
1022,"Bird's-beak, salt marsh (Cordylanthus maritimus ssp. maritimus)",E,"1,600","684,739,354",99.99
1022,"Pondweed, Little Aguja (=Creek) (Potamogeton clystocarpus)",E,"1,600","684,740,954",99.99
1025,"Chub, slender (Erimystax cahni)",T,"1,500","684,742,454",99.99
1025,"Chub, Chihuahua (Gila nigrescens)",T,"1,500","684,743,954",99.99
1025,"Milk-vetch, coastal dunes (Astragalus tener var. titi)",E,"1,500","684,745,454",99.99
1025,"Monardella, willowy (Monardella linoides ssp. viminea)",E,"1,500","684,746,954",99.99
1025,Ha`iwale (Cyrtandra polyantha),E,"1,500","684,748,454",99.99
1025,Ha`iwale (Cyrtandra giffardii),E,"1,500","684,749,954",99.99
1025,Lobelia monostachya (=Sci name),E,"1,500","684,751,454",99.99
1025,Haha (Cyanea truncata),E,"1,500","684,752,954",99.99
1025,Ha`iwale (Cyrtandra tintinnabula),E,"1,500","684,754,454",99.99
1034,"Spider, spruce-fir moss (Microhexura montivaga)",E,"1,400","684,755,854",99.99
1034,`Aiea (Nothocestrum peltatum),E,"1,400","684,757,254",99.99
1034,"Vervain, Red Hills (Verbena californica)",T,"1,400","684,758,654",99.99
1037,"Birch, Virginia round-leaf (Betula uber)",T,"1,300","684,759,954",99.99
1038,Koki`o ke`oke`o (Hibiscus arnottianus ssp. immaculatus),E,"1,200","684,761,154",99.99
1039,"Dace, Clover Valley speckled (Rhinichthys osculus oligoporus)",E,"1,173","684,762,327",99.99
1040,"Twinpod, Dudley Bluffs (Physaria obcordata)",T,"1,155","684,763,482",99.99
1041,"Clarkia, Springville (Clarkia springvillensis)",T,"1,100","684,764,582",99.99
1042,"Finch, Laysan (honeycreeper) (Telespyza cantans)",E,"1,000","684,765,582",99.99
1042,"Chub, Hutton tuiHutton (Gila bicolor ssp.)",T,"1,000","684,766,582",99.99
1042,"Darter, vermilion (Etheostoma chermocki)",E,"1,000","684,767,582",99.99
1042,"Dudleya, marcescent (Dudleya cymosa ssp. marcescens)",T,"1,000","684,768,582",99.99
1042,`Akoko (Chamaesyce deppeana),E,"1,000","684,769,582",99.99
1042,Hesperomannia arbuscula (=Sci name),E,"1,000","684,770,582",99.99
1042,Stenogyne kanehoana (=Sci name),E,"1,000","684,771,582",99.99
1042,Tetramolopium lepidotum ssp. lepidotum (=Sci name),E,"1,000","684,772,582",99.99
1042,Haha (Cyanea pinnatifida),E,"1,000","684,773,582",99.99
1042,Mariscus pennatiformis (=Sci name),E,"1,000","684,774,582",99.99
1042,"Water-plantain, Kral's (Sagittaria secundifolia)",T,"1,000","684,775,582",99.99
1042,"Watercress, Gambel's (Rorippa gambellii)",E,"1,000","684,776,582",99.99
1042,Silene perlmanii (=Sci name),E,"1,000","684,777,582",99.99
1042,"Dudleyea, Santa Monica Mountains (Dudleya cymosa ssp. ovatifolia)",T,"1,000","684,778,582",99.99
1042,"Fern, Alabama streak-sorus (Thelypteris pilosa var. alabamensis)",T,"1,000","684,779,582",99.99
1057,"Cactus, Key tree (Pilosocereus robinii)",E,900,"684,780,482",99.99
1057,"Seablite, California (Suaeda californica)",E,900,"684,781,382",99.99
1059,"Curlew, Eskimo (Numenius borealis)",E,821,"684,782,203",99.99
1060,"Snake, Atlantic salt marsh (Nerodia clarkii taeniata)",T,800,"684,783,003",99.99
1060,"Springsnail, Alamosa (Tryonia alamosae)",E,800,"684,783,803",99.99
1062,"Milk-vetch, Applegate's (Astragalus applegatei)",E,717,"684,784,520",99.99
1063,"Snail, noonday (Mesodon clarki nantahala)",T,700,"684,785,220",99.99
1063,Kamakahala (Labordia triflora),E,700,"684,785,920",99.99
1063,Alani (Melicope saint-johnii),E,700,"684,786,620",99.99
1063,Liliwai (Acaena exigua),E,700,"684,787,320",99.99
1063,`Oha wai (Clermontia peleana),E,700,"684,788,020",99.99
1063,Silene alexandri (=Sci name),E,700,"684,788,720",99.99
1063,Tetramolopium remyi (=Sci name),E,700,"684,789,420",99.99
1063,Haha (Cyanea lobata),E,700,"684,790,120",99.99
1063,`Oha wai (Clermontia oblongifolia ssp. brevipes),E,700,"684,790,820",99.99
1063,`Oha wai (Clermontia oblongifolia ssp. mauiensis),E,700,"684,791,520",99.99
1063,Haha (Cyanea dunbarii),E,700,"684,792,220",99.99
1063,Haha (Cyanea procera),E,700,"684,792,920",99.99
1063,Kopa (Hedyotis schlechtendahliana var. remyi),E,700,"684,793,620",99.99
1063,Lysimachia maxima (=Sci name),E,700,"684,794,320",99.99
1063,Trematolobelia singularis (=Sci name),E,700,"684,795,020",99.99
1063,Phyllostegia mannii (=Sci name),E,700,"684,795,720",100.0
1063,Kohe malama malama o kanaloa (Kanaloa kahoolawensis),E,700,"684,796,420",100.0
1080,"Lilliput, pale (pearlymussel) (Toxolasma cylindrellus)",E,602,"684,797,022",100.0
1081,"Riversnail, Anthony'sAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Athearnia anthonyi)",EXPN,600,"684,797,622",100.0
1081,"Butterfly, El Segundo blue (Euphilotes battoides allyni)",E,600,"684,798,222",100.0
1081,"Clarkia, Pismo (Clarkia speciosa ssp. immaculata)",E,600,"684,798,822",100.0
1081,"Pinkroot, gentian (Spigelia gentianoides)",E,600,"684,799,422",100.0
1081,Haha (Cyanea platyphylla),E,600,"684,800,022",100.0
1086,"Dace, Kendall Warm Springs (Rhinichthys osculus thermalis)",E,535,"684,800,557",100.0
1087,"Mustard, Penland alpine fen (Eutrema penlandii)",T,502,"684,801,059",100.0
1088,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum)",E,500,"684,801,559",100.0
1088,"Isopod, Madison Cave (Antrolana lira)",T,500,"684,802,059",100.0
1088,"Isopod, Lee County cave (Lirceus usdagalun)",E,500,"684,802,559",100.0
1088,Achyranthes mutica (=Sci name),E,500,"684,803,059",100.0
1088,`Oha wai (Clermontia drepanomorpha),E,500,"684,803,559",100.0
1088,"Dudleya, Conejo (Dudleya abramsii ssp. parva)",T,500,"684,804,059",100.0
1088,"Mountain balm, Indian Knob (Eriodictyon altissimum)",E,500,"684,804,559",100.0
1088,Awiwi (Hedyotis cookiana),E,500,"684,805,059",100.0
1088,Kula wahine noho (Isodendrion pyrifolium),E,500,"684,805,559",100.0
1088,Calyptranthes thomasiana (=Sci name),E,500,"684,806,059",100.0
1088,"Dudleya, Verity's (Dudleya verityi)",T,500,"684,806,559",100.0
1088,Holei (Ochrosia kilaueaensis),E,500,"684,807,059",100.0
1088,"Crownscale, San Jacinto Valley (Atriplex coronata var. notatior)",E,500,"684,807,559",100.0
1088,Haha (Cyanea copelandii ssp. copelandii),E,500,"684,808,059",100.0
1088,Mariscus fauriei (=Sci name),E,500,"684,808,559",100.0
1088,Phyllostegia warshaueri (=Sci name),E,500,"684,809,059",100.0
1088,A`e (Zanthoxylum dipetalum var. tomentosum),E,500,"684,809,559",100.0
1088,"Quillwort, black spored (Isoetes melanospora)",E,500,"684,810,059",100.0
1088,"Quillwort, mat-forming (Isoetes tegetiformans)",E,500,"684,810,559",100.0
1107,"Amphipod, Peck's cave (Stygobromus (=Stygonectes) pecki)",E,430,"684,810,989",100.0
1108,"Woolly-star, Santa Ana River (Eriastrum densifolium ssp. sanctorum)",E,420,"684,811,409",100.0
1109,"Vole, Amargosa (Microtus californicus scirpensis)",E,400,"684,811,809",100.0
1109,Gouania hillebrandii (=Sci name),E,400,"684,812,209",100.0
1111,"Sunray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",T,300,"684,812,509",100.0
1111,"Buckwheat, scrub (Eriogonum longifolium var. gnaphalifolium)",T,300,"684,812,809",100.0
1113,"Seal, Guadalupe fur (Arctocephalus townsendi)",T,200,"684,813,009",100
1113,"Salamander, desert slender (Batrachoseps aridus)",E,200,"684,813,209",100
1113,"Springsnail, Socorro (Pyrgulopsis neomexicana)",E,200,"684,813,409",100
1113,Amaranthus brownii (=Sci name),E,200,"684,813,609",100
1113,"Rock-cress, Hoffmann's (Arabis hoffmannii)",E,200,"684,813,809",100
1113,"Milk-vetch, Clara Hunt's (Astragalus clarianus)",E,200,"684,814,009",100
1113,"Sedge, white (Carex albida)",E,200,"684,814,209",100
1113,"Mountain-mahogany, Catalina Island (Cercocarpus traskiae)",E,200,"684,814,409",100
1113,Oha (Delissea rivularis),E,200,"684,814,609",100
1113,"Love grass, Fosberg's (Eragrostis fosbergii)",E,200,"684,814,809",100
1113,Lau `ehu (Panicum niihauense),E,200,"684,815,009",100
1113,Phyllostegia knudsenii (=Sci name),E,200,"684,815,209",100
1113,Lo`ulu (Pritchardia remota),E,200,"684,815,409",100
1113,Schiedea sarmentosa (=Sci name),E,200,"684,815,609",100
1113,Schiedea verticillata (=Sci name),E,200,"684,815,809",100
1113,Abutilon eremitopetalum (=Sci name),E,200,"684,816,009",100
1113,Ko`oko`olau (Bidens wiebkei),E,200,"684,816,209",100
1113,Olulu (Brighamia insignis),E,200,"684,816,409",100
1113,Haha (Cyanea mceldowneyi),E,200,"684,816,609",100
1113,"Mint, scrub (Dicerandra frutescens)",E,200,"684,816,809",100
1113,Gahnia lanaiensis (=Sci name),E,200,"684,817,009",100
1113,Pilo (Hedyotis mannii),E,200,"684,817,209",100
1113,"Hedyotis, Na Pali beach (Hedyotis st.-johnii)",E,200,"684,817,409",100
1113,Hesperomannia lydgatei (=Sci name),E,200,"684,817,609",100
1113,"Blazingstar, scrub (Liatris ohlingerae)",E,200,"684,817,809",100
1113,Nehe (Lipochaeta lobata var. leptophylla),E,200,"684,818,009",100
1113,Alani (Melicope balloui),E,200,"684,818,209",100
1113,Alani (Melicope haupuensis),E,200,"684,818,409",100
1113,Alani (Melicope munroi),E,200,"684,818,609",100
1113,Alani (Melicope quadrangularis),E,200,"684,818,809",100
1113,Alani (Melicope reflexa),E,200,"684,819,009",100
1113,"Whitlow-wort, papery (Paronychia chartacea)",T,200,"684,819,209",100
1113,Phyllostegia glabra var. lanaiensis (=Sci name),E,200,"684,819,409",100
1113,"Bluegrass, Hawaiian (Poa sandvicensis)",E,200,"684,819,609",100
1113,Remya kauaiensis (=Sci name),E,200,"684,819,809",100
1113,"Rhododendron, Chapman (Rhododendron chapmanii)",E,200,"684,820,009",100
1113,Viola helenae (=Sci name),E,200,"684,820,209",100
1113,Nani wai`ale`ale (Viola kauaiensis var. wahiawaensis),E,200,"684,820,409",100
1113,Viola lanaiensis (=Sci name),E,200,"684,820,609",100
1113,"Bonamia, Florida (Bonamia grandiflora)",T,200,"684,820,809",100
1113,"Fringe-tree, pygmy (Chionanthus pygmaeus)",E,200,"684,821,009",100
1113,Ha`iwale (Cyrtandra crenata),E,200,"684,821,209",100
1113,Ha`iwale (Cyrtandra munroi),E,200,"684,821,409",100
1113,Snakeroot (Eryngium cuneifolium),E,200,"684,821,609",100
1113,Kamakahala (Labordia lydgatei),E,200,"684,821,809",100
1113,Kamakahala (Labordia tinifolia var. lanaiensis),E,200,"684,822,009",100
1113,Nehe (Lipochaeta kamolensis),E,200,"684,822,209",100
1113,Lysimachia filifolia (=Sci name),E,200,"684,822,409",100
1113,"Bluegrass, Mann's (Poa mannii)",E,200,"684,822,609",100
1113,Poa siphonoglossa (=Sci name),E,200,"684,822,809",100
1113,"Goldenrod, Blue Ridge (Solidago spithamaea)",T,200,"684,823,009",100
1113,"Warea, wide-leaf (Warea amplexifolia)",E,200,"684,823,209",100
1113,Xylosma crenatum (=Sci name),E,200,"684,823,409",100
1113,"Mint, Garrett's (Dicerandra christmanii)",E,200,"684,823,609",100
1113,Haha (Cyanea macrostegia ssp. gibsonii),E,200,"684,823,809",100
1113,Ma`oli`oli (Schiedea apokremnos),E,200,"684,824,009",100
1113,Schiedea helleri (=Sci name),E,200,"684,824,209",100
1113,Schiedea lydgatei (=Sci name),E,200,"684,824,409",100
1113,Schiedea spergulina var. leiopoda (=Sci name),E,200,"684,824,609",100
1113,Schiedea spergulina var. spergulina (=Sci name),T,200,"684,824,809",100
1113,Laulihilihi (Schiedea stellarioides),E,200,"684,825,009",100
1113,`Akoko (Chamaesyce kuwaleana),E,200,"684,825,209",100
1113,"Harebells, Avon Park (Crotalaria avonensis)",E,200,"684,825,409",100
1113,Haha (Cyanea asarifolia),E,200,"684,825,609",100
1113,Haha (Cyanea mannii),E,200,"684,825,809",100
1113,Haha (Cyanea recta),T,200,"684,826,009",100
1113,Haha (Cyanea undulata),E,200,"684,826,209",100
1113,Mapele (Cyrtandra cyaneoides),E,200,"684,826,409",100
1113,Ha`iwale (Cyrtandra limahuliensis),T,200,"684,826,609",100
1113,Na`ena`e (Dubautia pauciflorula),E,200,"684,826,809",100
1113,Na`ena`e (Dubautia plantaginea ssp. humilis),E,200,"684,827,009",100
1113,Lysimachia lydgatei (=Sci name),E,200,"684,827,209",100
1113,Phyllostegia waimeae (=Sci name),E,200,"684,827,409",100
1113,Phyllostegia wawrana (=Sci name),E,200,"684,827,609",100
1113,Lo`ulu (Pritchardia napaliensis),E,200,"684,827,809",100
1113,Stenogyne bifida (=Sci name),E,200,"684,828,009",100
1113,Stenogyne campanulata (=Sci name),E,200,"684,828,209",100
1113,Haha (Cyanea remyi),E,200,"684,828,409",100
1113,Hau kuahiwi (Hibiscadelphus woodii),E,200,"684,828,609",100
1113,Kamakahala (Labordia tinifolia var. wahiawaensis),E,200,"684,828,809",100
1113,"Cladonia, Florida perforate (Cladonia perforata)",E,200,"684,829,009",100
1194,"Bear, American blackCounty range of LA b.bear (Ursus americanus)",SAT,100,"684,829,109",100
1194,"Onion, Munz's (Allium munzii)",E,100,"684,829,209",100
1194,"Fern, Aleutian shield (Polystichum aleuticum)",E,100,"684,829,309",100
1197,"Seal, Caribbean monk (Monachus tropicalis)",E,0,"684,829,309",100
1197,"Puma (=mountain lion)FL (Puma (=Felis) concolor (all subsp. except coryi))",SAT,0,"684,829,309",100
1197,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,0,"684,829,309",100
1197,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",E,0,"684,829,309",100
1197,"Millerbird, Nihoa (old world warbler) (Acrocephalus familiaris kingi)",E,0,"684,829,309",100
1197,"`O`o, Kauai (honeyeater) (Moho braccatus)",E,0,"684,829,309",100
1197,"Crow, white-necked (Corvus leucognaphalus)",E,0,"684,829,309",100
1197,"Anole, Culebra Island giant (Anolis roosevelti)",E,0,"684,829,309",100
1197,"Cooter (=turtle), northern redbelly (=Plymouth) (Pseudemys rubriventrisbangsi)",E,0,"684,829,309",100
1197,"Boa, Virgin Islands tree (Epicrates monensis granti)",E,0,"684,829,309",100
1197,"Gecko, Monito (Sphaerodactylus micropithecus)",E,0,"684,829,309",100
1197,"Coqui, golden (Eleutherodactylus jasperi)",T,0,"684,829,309",100
1197,"Toad, Puerto Rican crested (Peltophryne lemur)",T,0,"684,829,309",100
1197,"Darter, Maryland (Etheostoma sellare)",E,0,"684,829,309",100
1197,"Madtom, Scioto (Noturus trautmani)",E,0,"684,829,309",100
1197,"Dace, Independence Valley speckled (Rhinichthys osculus lethoporus)",E,0,"684,829,309",100
1197,"Blossom, turgid (pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma turgidula)",E,0,"684,829,309",100
1197,"Blossom, turgid (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Epioblasma turgidula)",EXPN,0,"684,829,309",100
1197,"Blossom, yellow (pearlymussel)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Epioblasma florentina florentina)",EXPN,0,"684,829,309",100
